Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.gyroscope,1523730413231,752404337772907,0.00816814,0.0054454273,-0.07744026
android.sensor.gyroscope,1523730413251,752404357796344,0.00572468,0.005986479,-0.07744026
android.sensor.gyroscope,1523730413271,752404377785407,0.002443461,0.0049043754,-0.055902895
android.sensor.gyroscope,1523730413291,752404397777594,0.002984513,0.007347836,-0.06789331
android.sensor.gyroscope,1523730413311,752404417799469,-2.6179937E-4,0.008726646,-0.055623643
android.sensor.gyroscope,1523730413331,752404437790094,-8.0285146E-4,0.012531464,-0.06735226
android.sensor.gyroscope,1523730413351,752404457780719,-0.009808751,0.036808994,0.010629055
android.sensor.gyroscope,1523730413371,752404477802594,0.0,0.0,0.0
android.sensor.gyroscope,1523730413390,752404497793219,0.0,0.0,0.0
android.sensor.gyroscope,1523730413410,752404517785407,0.0,0.0,0.0
android.sensor.gyroscope,1523730413431,752404537776032,-0.002443461,0.008988446,0.038449604
android.sensor.gyroscope,1523730413450,752404557797907,-0.0035430184,0.014172073,0.054262288
android.sensor.gyroscope,1523730413471,752404577788532,-0.00408407,0.016632987,0.0662527
android.sensor.gyroscope,1523730413490,752404597780719,0.0076270886,0.01308997,0.053983033
android.sensor.gyroscope,1523730413510,752404617801032,0.0051661744,0.0095294975,0.03817035
android.sensor.gyroscope,1523730413530,752404637793219,0.0070860367,0.027541295,0.048537605
android.sensor.gyroscope,1523730413550,752404657785407,0.02453933,0.042533673,0.027262043
android.sensor.gyroscope,1523730413571,752404677774469,0.023439772,0.029164452,0.041992623
android.sensor.gyroscope,1523730413591,752404697796344,0.027803095,0.028902652,0.055623643
android.sensor.gyroscope,1523730413610,752404717788532,0.016074482,0.021816615,0.04907866
android.sensor.gyroscope,1523730413630,752404737779157,0.00816814,0.014451326,0.035709437
android.sensor.gyroscope,1523730413650,752404757802594,0.017174039,0.023719024,0.061889376
android.sensor.gyroscope,1523730413670,752404777793219,0.013631022,0.02289872,0.06298893
android.sensor.gyroscope,1523730413690,752404797782282,0.016632987,0.018256145,0.050440013
android.sensor.gyroscope,1523730413710,752404817774469,0.017715093,0.012531464,0.032986723
android.sensor.gyroscope,1523730413730,752404837796344,0.029984757,0.016632987,0.044436082
android.sensor.gyroscope,1523730413750,752404857786969,0.03544764,0.019355701,0.05508259
android.sensor.gyroscope,1523730413770,752404877777594,0.044715334,0.024260076,0.071174525
android.sensor.gyroscope,1523730413790,752404897801032,0.0376293,0.01881465,0.053983033
android.sensor.gyroscope,1523730413810,752404917791657,0.048537605,0.023998277,0.06871361
android.sensor.gyroscope,1523730413830,752404937782282,0.04499459,0.019076448,0.027541295
android.sensor.gyroscope,1523730413850,752404957772907,0.031084314,0.018535396,0.015812684
android.sensor.gyroscope,1523730413870,752404977796344,0.034348078,0.019355701,0.002984513
android.sensor.gyroscope,1523730413890,752404997785407,0.03190462,0.023439772,0.0010821042
android.sensor.gyroscope,1523730413910,752405017777594,0.044715334,0.0283616,-0.018535396
